Park,ParkLatitude,ParkLongitude,Venue,VenueLatitude,VenueLongitude,VenueCategory
Green Lake Park,47.678938,-122.330394,Latona Pub,47.67581879263341,-122.32561263774974,American Restaurant
Green Lake Park,47.678938,-122.330394,Rosita's Mexican Grill,47.68069187726904,-122.32476843125815,Mexican Restaurant
Green Lake Park,47.678938,-122.330394,Spud Fish & Chips,47.678385751404726,-122.32697798217735,Fish & Chips Shop
Green Lake Park,47.678938,-122.330394,Rain City Burgers,47.67591887356828,-122.31740159525395,Burger Joint
Green Lake Park,47.678938,-122.330394,Mojito,47.684259651015545,-122.31615120824802,Latin American Restaurant
Green Lake Park,47.678938,-122.330394,Bongos,47.676576,-122.347007,Caribbean Restaurant
Green Lake Park,47.678938,-122.330394,Wayward Vegan Cafe,47.67580514146781,-122.31997004580023,Vegetarian / Vegan Restaurant
Green Lake Park,47.678938,-122.330394,Mighty-O Donuts,47.66878992435723,-122.33319420885707,Donut Shop
Green Lake Park,47.678938,-122.330394,Mkt.,47.66876424197663,-122.33330341299704,Restaurant
Green Lake Park,47.678938,-122.330394,El Naranjo,47.68149891460821,-122.34452412555369,Food Truck
Green Lake Park,47.678938,-122.330394,Taste of India,47.66914981916449,-122.31749829888572,Indian Restaurant
Green Lake Park,47.678938,-122.330394,Kisaku Sushi,47.66875090549088,-122.3331691851895,Sushi Restaurant
Green Lake Park,47.678938,-122.330394,Amazing Thai,47.66678262806658,-122.31728953239886,Thai Restaurant
Green Lake Park,47.678938,-122.330394,The Woodlands Pizza,47.68960179928247,-122.34430178269356,Pizza Place
Green Lake Park,47.678938,-122.330394,Sunlight Cafe,47.67511656368399,-122.31745472953962,Vegetarian / Vegan Restaurant
Green Lake Park,47.678938,-122.330394,Pizza Pi,47.668512151840694,-122.31299213166906,Pizza Place
Green Lake Park,47.678938,-122.330394,45th Stop N Shop & Poke Bar,47.661315467574134,-122.33032690941532,Poke Place
Green Lake Park,47.678938,-122.330394,Windy City Pie,47.672348,-122.35406,Pizza Place
Green Lake Park,47.678938,-122.330394,Opus Co,47.68289210778261,-122.35528477686655,New American Restaurant
Green Lake Park,47.678938,-122.330394,Kona Kitchen,47.69052857877499,-122.3231064451078,Hawaiian Restaurant
Green Lake Park,47.678938,-122.330394,Mr. Gyro's,47.6613613067079,-122.32591498606554,Mediterranean Restaurant
Green Lake Park,47.678938,-122.330394,Chef Liao,47.67296182490042,-122.35430668966137,Chinese Restaurant
Green Lake Park,47.678938,-122.330394,Ezell's Famous Chicken,47.66150944254662,-122.33084751714829,Fried Chicken Joint
Green Lake Park,47.678938,-122.330394,Araya's Vegetarian Place,47.66780250717423,-122.31299365631908,Vegetarian / Vegan Restaurant
Green Lake Park,47.678938,-122.330394,Pagliacci Pizza,47.687397358966514,-122.31192917590367,Pizza Place
Green Lake Park,47.678938,-122.330394,Dick's Drive-In,47.661054,-122.327774,Burger Joint
Green Lake Park,47.678938,-122.330394,TNT Taqueria,47.66142381419963,-122.33289515954182,Taco Place
Green Lake Park,47.678938,-122.330394,Arepa Venezuelan Kitchen,47.66482431735755,-122.31271717588655,South American Restaurant
Green Lake Park,47.678938,-122.330394,Rancho Bravo Tacos,47.6613862455307,-122.32675549672284,Food Truck
Green Lake Park,47.678938,-122.330394,Red Mill Burgers,47.67784994839579,-122.35481382089995,Burger Joint
Green Lake Park,47.678938,-122.330394,Issian Stone Grill,47.66144867059646,-122.33829231193816,Japanese Restaurant
Green Lake Park,47.678938,-122.330394,Pho Than Brothers,47.6613619947598,-122.33088502668579,Asian Restaurant
Green Lake Park,47.678938,-122.330394,Jhanjay Vegetarian Thai Cuisine,47.66143471477418,-122.3367502400843,Thai Restaurant
Green Lake Park,47.678938,-122.330394,El Chupacabra,47.67813365495727,-122.35550102009252,Mexican Restaurant
Green Lake Park,47.678938,-122.330394,Tilth,47.66132619444158,-122.34003979167498,New American Restaurant
Green Lake Park,47.678938,-122.330394,Zeeks Pizza,47.68561,-122.336809,Pizza Place
Green Lake Park,47.678938,-122.330394,Junebaby,47.675829154443555,-122.3040588250999,Southern / Soul Food Restaurant
Green Lake Park,47.678938,-122.330394,Seattle Meowtropolitan,47.66137631352743,-122.34279925340857,Café
Green Lake Park,47.678938,-122.330394,Kabul Afghan Cuisine,47.66126853632811,-122.33121831894209,Restaurant
Green Lake Park,47.678938,-122.330394,Tutta Bella Neapolitan Pizzeria,47.66041724886298,-122.3424444902906,Pizza Place
Green Lake Park,47.678938,-122.330394,Zeeks Pizza,47.67267,-122.35439,Pizza Place
Green Lake Park,47.678938,-122.330394,Fresh Flours,47.67315634832812,-122.35446206995991,Café
Green Lake Park,47.678938,-122.330394,FlintCreek Cattle Co.,47.690559633168526,-122.35542071893997,Steakhouse
Green Lake Park,47.678938,-122.330394,Valhalla Sandwiches,47.68858204789275,-122.35509863221664,Sandwich Place
Green Lake Park,47.678938,-122.330394,Judy Fu's Snappy Dragon,47.693590405920105,-122.31773198445205,Chinese Restaurant
Green Lake Park,47.678938,-122.330394,Thaiku (ไทยคู) (Thaiku),47.67803187063438,-122.35549902580708,Thai Restaurant
Green Lake Park,47.678938,-122.330394,Celine Patisserie,47.67906150794794,-122.35544928578703,Bakery
Green Lake Park,47.678938,-122.330394,Musashi's,47.66145154294246,-122.34050115305888,Sushi Restaurant
Green Lake Park,47.678938,-122.330394,Thai Tom,47.6626054903407,-122.313312292099,Thai Restaurant
Green Lake Park,47.678938,-122.330394,Wataru,47.675887016835055,-122.30146384060687,Sushi Restaurant
Green Lake Park,47.678938,-122.330394,Shawarma King,47.66092348228639,-122.31319861700942,Mediterranean Restaurant
Green Lake Park,47.678938,-122.330394,North Star Diner,47.6923012626954,-122.35509140966862,Diner
Green Lake Park,47.678938,-122.330394,4649 Yoroshiku Japanese Restaurant,47.661216,-122.334338,Japanese Restaurant
Green Lake Park,47.678938,-122.330394,Coyle's Bakeshop,47.689236215249444,-122.35517011723962,Bakery
Green Lake Park,47.678938,-122.330394,Ridge Pizza,47.68128853142192,-122.35560482114656,Pizza Place
Green Lake Park,47.678938,-122.330394,Gainsbourg,47.69142155514444,-122.35514729320126,French Restaurant
Green Lake Park,47.678938,-122.330394,Gorditos,47.6905423106435,-122.35573931883447,Mexican Restaurant
Green Lake Park,47.678938,-122.330394,Hummus Cafe,47.69059029580317,-122.35524091090781,Middle Eastern Restaurant
Green Lake Park,47.678938,-122.330394,Palmi Korean BBQ,47.66245829544689,-122.31300631796296,Korean Restaurant
Green Lake Park,47.678938,-122.330394,Wing Dome,47.68615612348159,-122.35508651522714,Wings Joint
Green Lake Park,47.678938,-122.330394,Trinity Market,47.659708452438935,-122.31772446226515,Deli / Bodega
Green Lake Park,47.678938,-122.330394,Jake's Coffee,47.663169375777116,-122.31573568753731,Café
Green Lake Park,47.678938,-122.330394,Bizzarro Italian Cafe,47.66204291326604,-122.34167131267029,Italian Restaurant
Green Lake Park,47.678938,-122.330394,The Olive & Grape,47.690844997634954,-122.35514050115624,Mediterranean Restaurant
Green Lake Park,47.678938,-122.330394,Rocking Wok Taiwanese Cuisine,47.65929724696881,-122.34084782544926,Asian Restaurant
Green Lake Park,47.678938,-122.330394,Which Wich? Superior Sandwiches,47.66376721834419,-122.31311088608695,Sandwich Place
Green Lake Park,47.678938,-122.330394,Taste of Xi'an,47.661957072723055,-122.31333743786143,Chinese Restaurant
Green Lake Park,47.678938,-122.330394,U:DON Fresh Japanese Noodle Station,47.66179548680422,-122.3131942154418,Udon Restaurant
Green Lake Park,47.678938,-122.330394,Ugly Mug Cafe,47.659866485193724,-122.31367437660943,Café
Green Lake Park,47.678938,-122.330394,Chi Mac,47.66204401402561,-122.31325627284025,Korean Restaurant
Green Lake Park,47.678938,-122.330394,Chutney's Bistro,47.660725954946756,-122.33591165320036,Indian Restaurant
Green Lake Park,47.678938,-122.330394,Samir's Mediterranean Grill,47.65981806866364,-122.31341858467458,Mediterranean Restaurant
Green Lake Park,47.678938,-122.330394,Mountaineering Club,47.6615138464492,-122.31461093776961,Restaurant
Green Lake Park,47.678938,-122.330394,Phayathai Cuisine,47.693527617635944,-122.30567349541775,Thai Restaurant
Green Lake Park,47.678938,-122.330394,Pita Pit,47.66177594661713,-122.3131674528122,Sandwich Place
Green Lake Park,47.678938,-122.330394,My Favorite Deli,47.661257820651365,-122.31417625168181,Deli / Bodega
Green Lake Park,47.678938,-122.330394,Beetle Cafe,47.66085031177694,-122.31316068904133,Café
Green Lake Park,47.678938,-122.330394,川宗 Red Pepper,47.6626757065786,-122.31325548950012,Chinese Restaurant
Green Lake Park,47.678938,-122.330394,Nasai Teriyaki,47.6600734227314,-122.31356358115796,Japanese Restaurant
Green Lake Park,47.678938,-122.330394,SUBWAY,47.69823017146994,-122.34439790343069,Sandwich Place
Green Lake Park,47.678938,-122.330394,Aladdin's Falafel Corner,47.66244987042338,-122.31316563099541,Falafel Restaurant
Green Lake Park,47.678938,-122.330394,T12 Social House,47.66142766864336,-122.31514692306517,New American Restaurant
Green Lake Park,47.678938,-122.330394,Cedars Restaurant,47.65979480314245,-122.31351938837858,Falafel Restaurant
Green Lake Park,47.678938,-122.330394,Zen Noodle & Cafe,47.66239168262884,-122.31318747606586,Asian Restaurant
Green Lake Park,47.678938,-122.330394,Costa's Restaurant,47.662991731339936,-122.31323560519932,Greek Restaurant
Green Lake Park,47.678938,-122.330394,Qdoba Mexican Grill,47.66146732373223,-122.31523050930264,Mexican Restaurant
Green Lake Park,47.678938,-122.330394,Garam Masala,47.66241140382292,-122.31318447317973,Indian Restaurant
Green Lake Park,47.678938,-122.330394,Ly's Donuts,47.66111406766572,-122.31723195556349,Donut Shop
Green Lake Park,47.678938,-122.330394,CaliBurger Seattle,47.66161518121005,-122.31320853344045,Burger Joint
Green Lake Park,47.678938,-122.330394,BBQ Chicken,47.66208253504015,-122.31325741744972,Korean Restaurant
Green Lake Park,47.678938,-122.330394,Yinzi's Kitchen,47.661667,-122.31826,Chinese Restaurant
Green Lake Park,47.678938,-122.330394,La Flora,47.661722,-122.317955,Mexican Restaurant
Green Lake Park,47.678938,-122.330394,Panda Master,47.661536,-122.318183,Chinese Restaurant
Green Lake Park,47.678938,-122.330394,Donut Factory,47.66106,-122.31737,Donut Shop
Green Lake Park,47.678938,-122.330394,Big Tuna,47.660996999999995,-122.317384,Sushi Restaurant
Green Lake Park,47.678938,-122.330394,Ban Hua Sai,47.696873,-122.317305,Thai Restaurant
Green Lake Park,47.678938,-122.330394,Seoul Tofu House,47.662479,-122.312781,Korean Restaurant
Green Lake Park,47.678938,-122.330394,Subway,47.66102619260928,-122.31734806037787,Sandwich Place
Green Lake Park,47.678938,-122.330394,Jet City Pizza,47.68324024761265,-122.30040456451268,Pizza Place
Green Lake Park,47.678938,-122.330394,Taqueria Monarca,47.69199289083506,-122.30656640815975,Food Truck
Judkins Park and Playfield,47.592425,-122.303951,Seattle Fish Guys,47.598860406087944,-122.30245230001286,Seafood Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Wood Shop BBQ,47.59914107447791,-122.29924860515175,BBQ Joint
Judkins Park and Playfield,47.592425,-122.303951,Humble Pie,47.59763451751137,-122.31320518455999,Pizza Place
Judkins Park and Playfield,47.592425,-122.303951,Reckless Noodle House,47.59912699567528,-122.29897351719816,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Pho Bac Sup Shop,47.59944334159577,-122.31529782031112,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Saigon Deli,47.59908354262406,-122.31536995647217,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,San Fernando Roasted Peruvian Chicken,47.593940557006746,-122.30985713383448,South American Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Phở Bắc,47.599382275430806,-122.3146856399353,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Heyday,47.59047650413974,-122.2923673292927,New American Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Tamarind Tree,47.59982899733872,-122.31789066445099,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Borracchini's Bakery,47.58299834027928,-122.30185515071778,Bakery
Judkins Park and Playfield,47.592425,-122.303951,Chu Minh Tofu And Vegetarian Deli,47.59887052180144,-122.31751898103563,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Song Phang Kong,47.59914815252397,-122.31908013862102,Thai Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Tacos Chukis,47.57954485710303,-122.31159131110192,Taco Place
Judkins Park and Playfield,47.592425,-122.303951,Ezell's Famous Chicken,47.606404527721864,-122.3028900255417,Fried Chicken Joint
Judkins Park and Playfield,47.592425,-122.303951,Dong Thap Noodles,47.599841809234114,-122.31739444930886,Noodle House
Judkins Park and Playfield,47.592425,-122.303951,Lan Huê,47.59919596087398,-122.32022778202317,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Fresh Flours Bakery & Cafe,47.578702643269054,-122.31142699145133,Café
Judkins Park and Playfield,47.592425,-122.303951,Mi La Cai,47.600491,-122.316938,Asian Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Sichuanese Cuisine,47.599445449722246,-122.31755528969278,Chinese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,L'Oursin,47.60616043653752,-122.31472055101055,French Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Buddha Bruddah,47.583285,-122.302322,Hawaiian Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Cafe Selam,47.60786326046941,-122.29730498390884,Ethiopian Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Pho So 1,47.59913941624844,-122.31667989003729,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Baja Bistro,47.58155456555108,-122.31425554156392,Mexican Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Go Poké,47.598229,-122.325254,Poke Place
Judkins Park and Playfield,47.592425,-122.303951,Ba Bar,47.60714856912167,-122.31657821247472,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Tsukushinbo,47.59996315315612,-122.32687778842212,Japanese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Despi Delite Bakery,47.57934704116261,-122.3136015814072,Bakery
Judkins Park and Playfield,47.592425,-122.303951,Fat's Chicken & Waffles,47.60815345682127,-122.29644248006272,Fried Chicken Joint
Judkins Park and Playfield,47.592425,-122.303951,"Little Sheep Mongolian Hot Pot, Seattle",47.597454046633814,-122.32619062617528,Hotpot Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Kau Kau Barbeque Market,47.59838388345117,-122.3248413522391,Chinese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Hood Famous Cafe + Bar,47.59800673680192,-122.32776719034055,Café
Judkins Park and Playfield,47.592425,-122.303951,Green Leaf Vietnamese Restaurant,47.59858422766606,-122.3224386644867,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Bar Del Corso,47.57547036774706,-122.30943950727587,Pizza Place
Judkins Park and Playfield,47.592425,-122.303951,Fuji Bakery,47.59835648956966,-122.32641879822985,Bakery
Judkins Park and Playfield,47.592425,-122.303951,Thai Recipe,47.57805549015412,-122.29877766632842,Thai Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Thanh Son Tofu,47.598632370595176,-122.31521288139412,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Maneki,47.599674852845304,-122.32636588867386,Sushi Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Dough Zone Dumpling House,47.59793086989331,-122.32762427885967,Dumpling Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Central Pizza,47.59919191767801,-122.29482716621867,Pizza Place
Judkins Park and Playfield,47.592425,-122.303951,Uwajimaya Deli,47.59736400493353,-122.32726686095577,Deli / Bodega
Judkins Park and Playfield,47.592425,-122.303951,Meet the Moon,47.602248725220285,-122.2849774633044,Café
Judkins Park and Playfield,47.592425,-122.303951,Saigon Vietnam Deli,47.59967,-122.316734,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,World Pizza,47.59842425921504,-122.3239498169,Pizza Place
Judkins Park and Playfield,47.592425,-122.303951,Vietnam House,47.59977372229291,-122.3178258509099,Vietnamese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Chef Cafe,47.59934771036781,-122.30303882356256,African Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Golden Wheat Bakery,47.60806530527562,-122.29447645104844,Bakery
Judkins Park and Playfield,47.592425,-122.303951,Seven Star Pepper,47.59901723707909,-122.31678532514535,Chinese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Mioposto - Mt. Baker,47.57830228401119,-122.28840508461155,Pizza Place
Judkins Park and Playfield,47.592425,-122.303951,Thanh Vi,47.599464777944924,-122.31765162618863,Asian Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Raised Doughnuts,47.611689,-122.30306100000001,Donut Shop
Judkins Park and Playfield,47.592425,-122.303951,El Camión,47.594575529474895,-122.32514388109813,Food Truck
Judkins Park and Playfield,47.592425,-122.303951,Jade Garden,47.59846852572892,-122.32369061732766,Chinese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Din Tai Fung,47.590755,-122.333009,Dumpling Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Cherry Street Thai,47.60806193949318,-122.29655615650931,Thai Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Byrek & Baguette,47.608928700744556,-122.31681996933546,Eastern European Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Northwest Tofu Factory,47.59923614914456,-122.307078114939,Chinese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Jiaozi!,47.59871637526626,-122.32239958433559,Chinese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Taco Time,47.583201572453255,-122.30139101380928,Taco Place
Judkins Park and Playfield,47.592425,-122.303951,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot
Judkins Park and Playfield,47.592425,-122.303951,Derby,47.582717781472454,-122.3266191292916,American Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Il Corvo,47.602521877965955,-122.33195233639914,Italian Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Yummy House Bakery,47.597742569769764,-122.32629806182162,Bakery
Judkins Park and Playfield,47.592425,-122.303951,Fort St. George,47.59835482384841,-122.3262279500788,Japanese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,El Quetzal,47.57472195394037,-122.30931528938011,Mexican Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Little Chengdu 小成都,47.57488504696691,-122.29575610101153,Szechuan Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Cafe Ibex,47.57421505476378,-122.29735658058084,Ethiopian Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Tat's Delicatessen,47.601901016106545,-122.3324232258795,Sandwich Place
Judkins Park and Playfield,47.592425,-122.303951,Paseo SODO,47.58647908509451,-122.33400440599003,Caribbean Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Eastern Café,47.59791784113994,-122.32499775358421,Café
Judkins Park and Playfield,47.592425,-122.303951,General Porpoise Coffee & Doughnuts,47.599112722132304,-122.33432683996949,Donut Shop
Judkins Park and Playfield,47.592425,-122.303951,BluWater Bistro - Leschi,47.601827050705566,-122.28510086113005,American Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Ton Kiang Barbeque Noodle House,47.597375658002626,-122.32401727801873,Chinese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Manu's Bodega,47.601624579555704,-122.32965340885106,Caribbean Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Piroshki on Madison,47.60997767135052,-122.32333497159284,Snack Place
Judkins Park and Playfield,47.592425,-122.303951,85C Bakery Cafe,47.59912343124828,-122.32777929828116,Bakery
Judkins Park and Playfield,47.592425,-122.303951,Café Presse,47.61208154722242,-122.31702755169711,French Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Fortuna Cafe,47.5981161,-122.3231805,Chinese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Juicy Cafe,47.60432935466306,-122.33095816698338,Café
Judkins Park and Playfield,47.592425,-122.303951,Tacos El Asadero,47.571271168333446,-122.29304885683885,Food Truck
Judkins Park and Playfield,47.592425,-122.303951,Il Terrazzo Carmine,47.59882839638095,-122.33469539437857,Italian Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Henry's Taiwan Plus,47.59832793992119,-122.3266418564073,Taiwanese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,George's Sausage & Delicatessen,47.60852706623307,-122.32701413275929,Sandwich Place
Judkins Park and Playfield,47.592425,-122.303951,adey abeba,47.612735,-122.303843,Ethiopian Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Salumi,47.599052219606946,-122.33282245609861,Italian Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Mike's Noodle House,47.598653999593566,-122.32488870620728,Chinese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Farestart Cafe,47.58410727200492,-122.3014830673638,Café
Judkins Park and Playfield,47.592425,-122.303951,Harbor City Restaurant,47.59837711767561,-122.32338164020902,Chinese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Unicone Crepes,47.597347285908235,-122.32737535100726,Creperie
Judkins Park and Playfield,47.592425,-122.303951,Pho Bac,47.57394781638015,-122.29453434697409,Asian Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Taylor Shellfish Oyster Bar,47.598736913469345,-122.33274587273797,Seafood Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Matsu Sushi,47.59786,-122.332422,Sushi Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Feed Co Burger,47.61284187776742,-122.30145471931597,Burger Joint
Judkins Park and Playfield,47.592425,-122.303951,Shilla Korean BBQ,47.59740413479633,-122.3272039144798,Korean Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Caffe Vita,47.600918833557884,-122.3293074433445,Café
Judkins Park and Playfield,47.592425,-122.303951,Dim Sum King,47.59917788825318,-122.32560973683279,Chinese Restaurant
Judkins Park and Playfield,47.592425,-122.303951,Tacos Chukis,47.612893561766505,-122.30294455071352,Taco Place
Judkins Park and Playfield,47.592425,-122.303951,Delicatus,47.60157874689764,-122.33425268668033,Deli / Bodega
Judkins Park and Playfield,47.592425,-122.303951,Vendemmia,47.61245956512908,-122.28927116103111,Italian Restaurant
Lincoln Park,47.531176,-122.39601200000001,Taqueria El Antojo,47.536565379014526,-122.39237259084021,Food Truck
Lincoln Park,47.531176,-122.39601200000001,The Original Bakery,47.52062723110585,-122.39036317171447,Bakery
Lincoln Park,47.531176,-122.39601200000001,West Seattle Fish House,47.522636003687154,-122.37686581091263,Fish & Chips Shop
Lincoln Park,47.531176,-122.39601200000001,Endolyne Joe's,47.5205535797457,-122.39052930519999,American Restaurant
Lincoln Park,47.531176,-122.39601200000001,New Luck Toy,47.550177600396935,-122.38741537497836,Chinese Restaurant
Lincoln Park,47.531176,-122.39601200000001,Grillbird,47.544522,-122.376708,Asian Restaurant
Lincoln Park,47.531176,-122.39601200000001,Taco Del Mar - Westwood,47.52134214446371,-122.36708964133223,Burrito Place
Lincoln Park,47.531176,-122.39601200000001,Zeeks Pizza,47.54509,-122.38722,Pizza Place
Lincoln Park,47.531176,-122.39601200000001,The Bridge,47.54659764788545,-122.38737958942082,Comfort Food Restaurant
Lincoln Park,47.531176,-122.39601200000001,Harry's Chicken Joint,47.54750152673582,-122.38710648404084,Fried Chicken Joint
Lincoln Park,47.531176,-122.39601200000001,Toshi's Teriyaki,47.52252835121133,-122.36553718950809,Japanese Restaurant
Lincoln Park,47.531176,-122.39601200000001,Giannoni's,47.521388673870895,-122.36702761174615,Pizza Place
Lincoln Park,47.531176,-122.39601200000001,Subshop #182,47.52249850606511,-122.36549251136711,Sandwich Place
Lincoln Park,47.531176,-122.39601200000001,Vatsana Thai Restaurant,47.5226814987104,-122.36552782918457,Thai Restaurant
Lincoln Park,47.531176,-122.39601200000001,New Teriyaki & Wok,47.54389281391035,-122.38665363531737,Japanese Restaurant
Lincoln Park,47.531176,-122.39601200000001,Wingstop,47.52266589585501,-122.36679226681618,Wings Joint
Lincoln Park,47.531176,-122.39601200000001,Chopstix,47.54945769247523,-122.3866049996588,Chinese Restaurant
Lincoln Park,47.531176,-122.39601200000001,Domino's Pizza,47.543802853381614,-122.3866380992365,Pizza Place
Lincoln Park,47.531176,-122.39601200000001,SUBWAY,47.544371994275316,-122.38750387945356,Sandwich Place
Lincoln Park,47.531176,-122.39601200000001,Taquitos Feliz,47.53688,-122.392188,Taco Place
Lincoln Park,47.531176,-122.39601200000001,Peel and Press,47.544693967974,-122.38734823881688,Pizza Place
Lincoln Park,47.531176,-122.39601200000001,Pizza Time - West Seattle,47.537811,-122.39333300000001,Pizza Place
Lincoln Park,47.531176,-122.39601200000001,Balloons & Cupcakes,47.53614970733298,-122.38770604133605,Restaurant
Lincoln Park,47.531176,-122.39601200000001,Ferry Boat Cafe,47.52325153333334,-122.39556905,Pizza Place
Lincoln Park,47.531176,-122.39601200000001,Sub Shop #9,47.54682063226493,-122.38706969170117,Sandwich Place
Lincoln Park,47.531176,-122.39601200000001,JC's Deli,47.52273641333651,-122.3768998473394,Deli / Bodega
Lincoln Park,47.531176,-122.39601200000001,Kokoras,47.545795,-122.387057,Greek Restaurant
Lincoln Park,47.531176,-122.39601200000001,McDonald's,47.543312121983746,-122.38687455654144,Fast Food Restaurant
Lincoln Park,47.531176,-122.39601200000001,A Pizza Mart,47.517726,-122.376327,Pizza Place
Lincoln Park,47.531176,-122.39601200000001,South Seattle Market,47.544849,-122.37611399999999,Deli / Bodega
Lincoln Park,47.531176,-122.39601200000001,Juneau Street Market,47.549464082873406,-122.38650903102695,Snack Place
Lincoln Park,47.531176,-122.39601200000001,Snout and Co.,47.546141230730605,-122.37627923724163,Food Truck
Lincoln Park,47.531176,-122.39601200000001,Positively Expresso,47.534737,-122.36670600000001,Café
Lincoln Park,47.531176,-122.39601200000001,Thai U Up,47.517244173350775,-122.37099051475523,Thai Restaurant
Lincoln Park,47.531176,-122.39601200000001,McDonald's,47.52141584338689,-122.36636370420456,Fast Food Restaurant
Mt. Baker Park,47.580957,-122.288481,Mioposto - Mt. Baker,47.57830228401119,-122.28840508461155,Pizza Place
Mt. Baker Park,47.580957,-122.288481,Tacos El Asadero,47.571271168333446,-122.29304885683885,Food Truck
Mt. Baker Park,47.580957,-122.288481,Thai Recipe,47.57805549015412,-122.29877766632842,Thai Restaurant
Mt. Baker Park,47.580957,-122.288481,Little Chengdu 小成都,47.57488504696691,-122.29575610101153,Szechuan Restaurant
Mt. Baker Park,47.580957,-122.288481,Borracchini's Bakery,47.58299834027928,-122.30185515071778,Bakery
Mt. Baker Park,47.580957,-122.288481,Cafe Ibex,47.57421505476378,-122.29735658058084,Ethiopian Restaurant
Mt. Baker Park,47.580957,-122.288481,Pho Bac,47.57394781638015,-122.29453434697409,Asian Restaurant
Mt. Baker Park,47.580957,-122.288481,Heyday,47.59047650413974,-122.2923673292927,New American Restaurant
Mt. Baker Park,47.580957,-122.288481,Tacos Chukis,47.57954485710303,-122.31159131110192,Taco Place
Mt. Baker Park,47.580957,-122.288481,Bar Del Corso,47.57547036774706,-122.30943950727587,Pizza Place
Mt. Baker Park,47.580957,-122.288481,Fresh Flours Bakery & Cafe,47.578702643269054,-122.31142699145133,Café
Mt. Baker Park,47.580957,-122.288481,Buddha Bruddah,47.583285,-122.302322,Hawaiian Restaurant
Mt. Baker Park,47.580957,-122.288481,Emerald City Fish and Chips,47.5699686582368,-122.2907620002172,Fish & Chips Shop
Mt. Baker Park,47.580957,-122.288481,Wood Shop BBQ,47.59914107447791,-122.29924860515175,BBQ Joint
