Park,ParkLatitude,ParkLongitude,Venue,VenueLatitude,VenueLongitude,VenueCategory
Meadowbrook Playfield,47.70577111,-122.2934929,Panda Express,47.7196426575353,-122.29511685086028,Chinese Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,La Pasta,47.69518763141133,-122.29043641899008,Italian Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Romio's Lake City,47.71688255138632,-122.29754404296159,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Pizza Uno,47.718437,-122.29541699999999,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Jose's Taqueria,47.718437,-122.29541699999999,Mexican Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Pacific Market,47.718437,-122.29541699999999,Middle Eastern Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Joy Teriyaki,47.718466,-122.295393,Asian Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,VillaVerdi Italian Restaurant,47.71874878227935,-122.29478895664215,Italian Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Beyond The Bowl,47.719611,-122.294551,Sushi Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Minoo Bakery,47.719604996210236,-122.2951474750592,Bakery
Meadowbrook Playfield,47.70577111,-122.2934929,Yummy Space,47.72024,-122.294395,Asian Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Romio's Pizza and Pasta,47.72037527876768,-122.29436827910494,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Wendy’s,47.71503857563948,-122.29735851287842,Fast Food Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Teriyaki Time - Lake City,47.72156542576529,-122.29594511669526,Japanese Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Comet Dog,47.70493,-122.31712,Food Truck
Meadowbrook Playfield,47.70577111,-122.2934929,Gyro Hut,47.72175212096418,-122.2935391292828,Mediterranean Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Tommy's Pizza,47.71583136666667,-122.31226891666667,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Taqueria Monarca,47.69199289083506,-122.30656640815975,Food Truck
Meadowbrook Playfield,47.70577111,-122.2934929,Sushi Tengu,47.702328023355264,-122.3251728176285,Sushi Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Ban Hua Sai,47.696873,-122.317305,Thai Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Countryside Donut House,47.708046665474605,-122.32148123991293,Donut Shop
Meadowbrook Playfield,47.70577111,-122.2934929,the grilled cheese experience,47.72627183854076,-122.29635049453024,Food Truck
Meadowbrook Playfield,47.70577111,-122.2934929,Kitchen Coach Cooking School,47.692608,-122.317782,Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Hawaii's Donut,47.705018988011126,-122.32582138632122,Donut Shop
Meadowbrook Playfield,47.70577111,-122.2934929,Honoré Bakery,47.687623,-122.311907,Bakery
Meadowbrook Playfield,47.70577111,-122.2934929,Thai of Wedgwood,47.683741999999995,-122.290208,Thai Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Mura Asian Eatery,47.640248,-122.39912700000001,Korean Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Nikos Gyros,47.639292068627334,-122.39841065103984,Greek Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Mondello Ristorante Italiano,47.64029004731711,-122.39966434663914,Italian Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Petit Pierre Bakery,47.63970074658058,-122.39868155894344,Bakery
Magnolia Playfield,47.64374582,-122.3994722,Palisade Restaurant,47.63028859504721,-122.39156356239815,Seafood Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Pagliacci Pizza,47.64872732108503,-122.37849224912426,Pizza Place
Magnolia Playfield,47.64374582,-122.3994722,Teriyaki Bowl,47.65783546275801,-122.38919200303168,Japanese Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Time 4 Pho,47.64540100680548,-122.38246941849324,Vietnamese Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Serendipity Café,47.63977750828558,-122.39944225092222,Café
Magnolia Playfield,47.64374582,-122.3994722,Chinook's,47.65537829622633,-122.38115212299638,Seafood Restaurant
Magnolia Playfield,47.64374582,-122.3994722,The Cheese Wizards,47.648785,-122.37601,Sandwich Place
Magnolia Playfield,47.64374582,-122.3994722,Sunny Teriyaki,47.65623837239373,-122.3844184615109,Japanese Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Queen Margherita,47.63933015272962,-122.39775629387908,Pizza Place
Magnolia Playfield,47.64374582,-122.3994722,Red Mill Burgers,47.648296917516674,-122.37828447802615,Burger Joint
Magnolia Playfield,47.64374582,-122.3994722,Mulleady's Irish Pub,47.648333887276515,-122.38343473708728,Irish Pub
Magnolia Playfield,47.64374582,-122.3994722,La Palma Family Mexican Restaurant,47.652113100847664,-122.37590839767682,Mexican Restaurant
Magnolia Playfield,47.64374582,-122.3994722,El Ranchon,47.63966396952904,-122.40182286330574,Mexican Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Yasuko's Teriyaki,47.64867613029785,-122.3760327982008,Japanese Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Bay Cafe - Fishermen's Terminal,47.65574511807368,-122.38040286516143,Diner
Magnolia Playfield,47.64374582,-122.3994722,Ichiro Sushi & Teriyaki,47.6406451088129,-122.39836109552792,Japanese Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Sopranos Pizza and Pasta,47.63962658497505,-122.3987743745898,Pizza Place
Magnolia Playfield,47.64374582,-122.3994722,Blue Heron,47.65591034051268,-122.38673949049051,Sandwich Place
Magnolia Playfield,47.64374582,-122.3994722,Tuk Tuk Thai,47.648277,-122.37853,Thai Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Magic Dragon,47.635622735982345,-122.37665142661315,Chinese Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Subway,47.63971630166288,-122.40039313735872,Sandwich Place
Magnolia Playfield,47.64374582,-122.3994722,Icebox Grocery,47.636153727041254,-122.37045954667484,Sandwich Place
Magnolia Playfield,47.64374582,-122.3994722,Little Chinooks,47.65548651295175,-122.3807003858709,Fish & Chips Shop
Magnolia Playfield,47.64374582,-122.3994722,Tenth West,47.63611267321901,-122.37052031955805,Café
Magnolia Playfield,47.64374582,-122.3994722,Highliner Public House,47.65527425007737,-122.37995494217023,American Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Maggie Bluffs Marina Grill,47.63032100780947,-122.3914896198769,Burger Joint
Magnolia Playfield,47.64374582,-122.3994722,New China Express,47.645269,-122.38311599999999,Asian Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Yume Sushi,47.639505,-122.399143,Sushi Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Kinnaree Thai Cusine,47.639452655231636,-122.40006922109589,Thai Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Rogo's Restaurant & Bar,47.63941353925844,-122.40060168693847,American Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Luigi's Pizza & Pasta,47.639326000000004,-122.398987,Pizza Place
Magnolia Playfield,47.64374582,-122.3994722,Pink Salt Restaurant,47.639391,-122.400776,Peruvian Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Katina's Kitchen,47.657936670961185,-122.38941022635228,Greek Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Subway,47.63545009630296,-122.37690797668648,Sandwich Place
Magnolia Playfield,47.64374582,-122.3994722,Pandasia,47.64841254938765,-122.37867710295673,Asian Restaurant
Magnolia Playfield,47.64374582,-122.3994722,Americano,47.644921000000004,-122.382676,Café
Magnolia Playfield,47.64374582,-122.3994722,Amante Pizza & Pasta,47.65629130427894,-122.384422099972,Pizza Place
Magnolia Playfield,47.64374582,-122.3994722,Helens Subs,47.658009,-122.383773,Sandwich Place
Magnolia Playfield,47.64374582,-122.3994722,Tacos Jennyfer's,47.659803,-122.384937,Taco Place
Magnolia Playfield,47.64374582,-122.3994722,Oaky's Tex Mex,47.630618,-122.37425,Tex-Mex Restaurant
Magnolia Playfield,47.64374582,-122.3994722,The Chef Shop,47.630618,-122.37425,Food
Magnolia Playfield,47.64374582,-122.3994722,Mangia Me,47.62890032888998,-122.3744723128487,Food Truck
Magnolia Playfield,47.64374582,-122.3994722,Seattle Wood Fired Pizza,47.630272348726386,-122.37275370909101,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Mission Latin Restaurant & Lounge,47.582246,-122.386889,Mexican Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Mioposto,47.5841465272585,-122.38654543666675,Italian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Circa Grill and Ale House,47.581030301082826,-122.38662124034882,American Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Marination Ma Kai,47.589535039227,-122.38066955293128,Hawaiian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Pizzeria 22,47.58292544551049,-122.38589819681312,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Arthur's,47.582579176696576,-122.38663414232259,Australian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Salty's on Alki,47.58654860764932,-122.3765098332307,Seafood Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Luna Park Cafe,47.570773583044904,-122.37091529927015,Diner
Hiawatha Playfield,47.57827243,-122.38496470000001,Buddha Ruksa,47.564852606109625,-122.37726814774868,Asian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Itto's Tapas - Moroccan and Spanish Tapas Bar & Restaurant,47.56474933843798,-122.38659831785066,Tapas Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Coastline,47.563295914456866,-122.3866201688661,Burger Joint
Hiawatha Playfield,47.57827243,-122.38496470000001,Ma’ono Fried Chicken & Whisky,47.563618349399846,-122.38688870521973,Fried Chicken Joint
Hiawatha Playfield,47.57827243,-122.38496470000001,Duke's Seafood & Chowder,47.58071200000001,-122.405966,Seafood Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Mawadda Cafe,47.58136694701016,-122.38649906197865,Middle Eastern Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Maharaja,47.56158958493602,-122.38662745591184,Indian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Bakery Nouveau,47.56000735278066,-122.38690142824744,Bakery
Hiawatha Playfield,47.57827243,-122.38496470000001,Mashiko,47.560400086730134,-122.38686413318464,Sushi Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Jak's Grill,47.56138765548741,-122.38676928795577,Steakhouse
Hiawatha Playfield,47.57827243,-122.38496470000001,Chaco Canyon Organic Cafe,47.561253499066325,-122.38013823119175,Vegetarian / Vegan Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Supreme,47.56228608606411,-122.3870282234997,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Dumplings Of Fury,47.563138,-122.38704299999999,Asian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Il Nido,47.578528000000006,-122.41108899999999,Italian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,La Rustica,47.56740897274954,-122.40933631621817,Italian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Spud Fish & Chips,47.57953739917188,-122.40888581350879,Fish & Chips Shop
Hiawatha Playfield,47.57827243,-122.38496470000001,Pegasus Pizza,47.578722221929084,-122.41181591258433,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,El Chupacabra,47.580204150575405,-122.40726944612467,Mexican Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Saigon Boat Cafe,47.580118611880984,-122.4077501878771,Vietnamese Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Talarico's,47.56048143648063,-122.38658331314122,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,The Matador,47.56148672837258,-122.38660617752943,Mexican Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Pagliacci Pizza,47.56326208931609,-122.38693452614837,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,The Habit Burger Grill,47.5639,-122.37644,Burger Joint
Hiawatha Playfield,47.57827243,-122.38496470000001,Bangbar Thai Restaurant & Lounge,47.55957543907647,-122.38668827448504,Thai Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,New Leaf Bistro,47.58165473177308,-122.38639269223087,Vietnamese Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Sunfish Seafood,47.57851800275413,-122.41220004927698,Seafood Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,MOD Pizza,47.560280077778465,-122.38157608786062,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Kizuki West Seattle,47.56093130000001,-122.3857622,Ramen Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Falafel Salam,47.559678000000005,-122.38651899999999,Falafel Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Cactus,47.578233685090765,-122.41310617140572,Mexican Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Pailin Thai,47.5832986031574,-122.38656476872994,Thai Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,WestCity Kitchen,47.57359610843145,-122.38700226468173,American Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Top Pot Doughnuts,47.57875838262503,-122.41139049375478,Donut Shop
Hiawatha Playfield,47.57827243,-122.38496470000001,Pizzeria Credo,47.5622713260386,-122.38655637236128,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Domino's Pizza,47.574815781313305,-122.38641280147431,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Shadowland,47.562951640267244,-122.38665273932794,American Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Spiro's Pizza & Pasta - West Seattle,47.57374402715254,-122.38695781300528,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Christo's on Alki,47.58089739548597,-122.4058121722009,Greek Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Peco's Pit BBQ,47.564811857116545,-122.375927772941,BBQ Joint
Hiawatha Playfield,47.57827243,-122.38496470000001,Nikko Teriyaki,47.56069081726356,-122.3854132547793,Asian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Chipotle Mexican Grill,47.5602123,-122.3866272,Mexican Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Skylark Cafe & Club,47.569958928460935,-122.36243989834126,Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Raccolto,47.56514582075499,-122.38688315352864,Italian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Yen Wor Village Restaurant,47.58279695415669,-122.38636143998444,Chinese Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Jones Original Barbeque,47.564290913053206,-122.37767837837049,BBQ Joint
Hiawatha Playfield,47.57827243,-122.38496470000001,Taco Time,47.56446450484383,-122.37661265634836,Taco Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Taqueria Guaymas,47.56053913559982,-122.3869156523686,Taco Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Subway,47.578745695051104,-122.41134733186536,Sandwich Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Papa Murphy's,47.560356129025706,-122.38489423859491,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Subway,47.56883922387943,-122.3636689160586,Sandwich Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Thai Landing on Alki,47.58015141730183,-122.40732190503512,Thai Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Blue Moon Burgers Alki,47.580863,-122.405512,Burger Joint
Hiawatha Playfield,47.57827243,-122.38496470000001,Avalon,47.5695774692726,-122.37102245269648,Mediterranean Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Highstrike Grill,47.56272628889003,-122.38170060505665,American Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Subway,47.5606146743259,-122.3855420402007,Sandwich Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Pho Than Brothers - West Seattle,47.55861383690808,-122.38680817086279,Noodle House
Hiawatha Playfield,47.57827243,-122.38496470000001,Pecado Bueno,47.56222326566309,-122.38704396470807,Mexican Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Great American Diner And Bar,47.55944921169991,-122.38662090384032,Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Baked.,47.580890999999994,-122.386151,Bakery
Hiawatha Playfield,47.57827243,-122.38496470000001,Gyro Heroes,47.581038,-122.384449,Falafel Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Kamei Japanese Restaurant,47.562454550284116,-122.38665957596217,Japanese Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Irashai,47.581547,-122.386227,Sushi Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Royal India Grill,47.58161833672185,-122.38640593562158,Indian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,sopranos antico,47.58167872046887,-122.38621473312377,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Oh’s Sandwiches,47.575025,-122.38703799999999,Sandwich Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Puerto Vallarta Restaurant,47.56036057136448,-122.38696473366217,Mexican Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Luciano's Pizza,47.581726,-122.38691000000001,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Srivilai,47.574279,-122.38706100000002,Thai Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Jack in the Box,47.580951395626435,-122.38564074039459,Fast Food Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,The Bohemian,47.57358684600195,-122.3869465752258,Tapas Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Lee's Asian Restaurant,47.5625253123138,-122.38667802115137,Asian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Charlestown Street Cafe,47.569982,-122.386509,Diner
Hiawatha Playfield,47.57827243,-122.38496470000001,McDonald's,47.57665418321002,-122.38700866699219,Fast Food Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Bubbles on Alki,47.589255888270976,-122.38096630915257,Café
Hiawatha Playfield,47.57827243,-122.38496470000001,Laplayita,47.581027454928254,-122.40550995884391,Food Truck
Hiawatha Playfield,47.57827243,-122.38496470000001,Zaw Artisan Pizza - West Seattle,47.56532881730692,-122.37634865051909,Pizza Place
Hiawatha Playfield,47.57827243,-122.38496470000001,Seattle's Hog Heaven,47.564313,-122.37781499999998,BBQ Joint
Hiawatha Playfield,47.57827243,-122.38496470000001,Alki Pho,47.58038803799527,-122.40723986796436,Asian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Siam Pura,47.58016604272889,-122.40732381126,Thai Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Casa Feliz,47.580267139551275,-122.4073254253421,Mexican Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Cafe Mia,47.563102,-122.387358,Café
Hiawatha Playfield,47.57827243,-122.38496470000001,Blue Willow Luncheonette,47.562942,-122.387292,Café
Hiawatha Playfield,47.57827243,-122.38496470000001,Harry’s Beach House,47.57939,-122.409146,Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Ezell's food truck,47.59136884238895,-122.40095990590922,Food Truck
Hiawatha Playfield,47.57827243,-122.38496470000001,Alki Beach Bistro Cafe,47.57919022204687,-122.4103995587031,Café
Hiawatha Playfield,47.57827243,-122.38496470000001,Tummy Yummy Thai,47.56967496953192,-122.36265305474569,Food Truck
Hiawatha Playfield,47.57827243,-122.38496470000001,Haymaker,47.560623,-122.386538,American Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Taco Del Mar,47.56004147564806,-122.38500308434682,Mexican Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Marée Bistro & Bar,47.57835500132485,-122.41217665892778,French Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Amante Pizza & Pasta - West Seattle,47.57839301353799,-122.41219997406004,Italian Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,Pacific Room,47.578454,-122.412584,Restaurant
Hiawatha Playfield,47.57827243,-122.38496470000001,KFC,47.56391499985389,-122.37627446312716,Fried Chicken Joint
