Park,ParkLatitude,ParkLongitude,Venue,VenueLatitude,VenueLongitude,VenueCategory,Distance
Horiuchi Park,47.603132,-122.318982,FOB Poke Bar,47.615916885479145,-122.32081246184453,Poke Place,1428.1053671224838
Horiuchi Park,47.603132,-122.318982,Omega Ouzeri,47.61495210000002,-122.3143814,Greek Restaurant,1358.951529611842
Horiuchi Park,47.603132,-122.318982,Annapurna Cafe,47.6185916562865,-122.32094848642015,Indian Restaurant,1725.194151597005
Horiuchi Park,47.603132,-122.318982,Aviv Hummus Bar,47.6187671511809,-122.31286189148885,Mediterranean Restaurant,1798.2268471555499
Horiuchi Park,47.603132,-122.318982,Market Grill,47.60889700598648,-122.34101077483135,Seafood Restaurant,1776.075381347906
Horiuchi Park,47.603132,-122.318982,Betsutenjin,47.613310712042214,-122.31950274565756,Ramen Restaurant,1132.3737747890711
Horiuchi Park,47.603132,-122.318982,Din Tai Fung,47.590755,-122.333009,Dumpling Restaurant,1733.9188478704075
Horiuchi Park,47.603132,-122.318982,Bakery Nouveau,47.619882883320095,-122.3130269425024,Bakery,1915.4702077094144
Horiuchi Park,47.603132,-122.318982,Market House Corned Beef,47.61673862907868,-122.3307787519078,Sandwich Place,1753.657700058579
Horiuchi Park,47.603132,-122.318982,Amandine Bakeshop,47.61351533124047,-122.31818183303692,Bakery,1156.013415217147
Horiuchi Park,47.603132,-122.318982,Katsu Burger,47.61352238840085,-122.31683362884104,Burger Joint,1166.4700847681659
Horiuchi Park,47.603132,-122.318982,Fat's Chicken & Waffles,47.60815345682127,-122.29644248006271,Fried Chicken Joint,1784.3875584606303
Horiuchi Park,47.603132,-122.318982,Pike Place Chowder,47.60942424425306,-122.34115260010435,Seafood Restaurant,1807.8828372124458
Horiuchi Park,47.603132,-122.318982,JarrBar,47.608291649883355,-122.3410413650964,Spanish Restaurant,1755.0924846435826
Horiuchi Park,47.603132,-122.318982,Tacos Chukis,47.62051963308049,-122.32151554380064,Taco Place,1942.5666050745897
Horiuchi Park,47.603132,-122.318982,Dick's Drive-In,47.61932650656535,-122.32107584876735,Burger Joint,1807.4186820052066
Horiuchi Park,47.603132,-122.318982,Dino's Tomato Pie,47.618317,-122.32590800000001,Pizza Place,1766.7913953850598
Horiuchi Park,47.603132,-122.318982,adey abeba,47.612735,-122.303843,Ethiopian Restaurant,1560.6577224092007
Horiuchi Park,47.603132,-122.318982,Carmelo’s Tacos,47.61883828927761,-122.32512895096056,Taco Place,1806.3891968127573
Horiuchi Park,47.603132,-122.318982,Matt's in the Market,47.60886729367175,-122.34046962564068,American Restaurant,1736.9745727145018
Horiuchi Park,47.603132,-122.318982,Foodcourt - Uwajimaya,47.597351381106854,-122.32735228816938,Food Court,899.5946669769976
Horiuchi Park,47.603132,-122.318982,Din Tai Fung Dumpling House,47.612670836346076,-122.3350729255418,Dumpling Restaurant,1608.893651101239
Horiuchi Park,47.603132,-122.318982,San Fernando Roasted Peruvian Chicken,47.59394055700674,-122.30985713383447,South American Restaurant,1230.9443170410298
Horiuchi Park,47.603132,-122.318982,The Pink Door,47.61021902010718,-122.34257535965538,Italian Restaurant,1941.1237644007076
Horiuchi Park,47.603132,-122.318982,Piroshky Piroshky,47.609863504547036,-122.34244033809314,Bakery,1916.0730906900894
Horiuchi Park,47.603132,-122.318982,Three Girls Bakery,47.609064745795564,-122.34091319298555,Bakery,1776.073655104955
Horiuchi Park,47.603132,-122.318982,Eltana Wood-Fired Bagel Cafe,47.614995695717795,-122.31676902643656,Bagel Shop,1329.4908044691608
Horiuchi Park,47.603132,-122.318982,Menya Musashi Niten Ichiryu,47.61440253883176,-122.32445575025088,Ramen Restaurant,1318.9439706136707
Horiuchi Park,47.603132,-122.318982,Westman’s Bagel and Coffee,47.614769222025906,-122.31232232499454,Bagel Shop,1387.3692640478084
Horiuchi Park,47.603132,-122.318982,Mamnoon Street,47.61492654521205,-122.33907692379832,Middle Eastern Restaurant,2000.603416154757
Horiuchi Park,47.603132,-122.318982,Le Pichet,47.61101634801066,-122.34238817990459,French Restaurant,1966.1481546982134
Horiuchi Park,47.603132,-122.318982,b~side,47.620753,-122.325622,Food Stand,2021.7547887298806
Horiuchi Park,47.603132,-122.318982,Kizuki Ramen & Izakaya,47.61538426299722,-122.32700589559937,Ramen Restaurant,1489.8525627856177
Horiuchi Park,47.603132,-122.318982,Glo's,47.619366322103545,-122.32460463015234,Breakfast Spot,1853.8188224023772
Horiuchi Park,47.603132,-122.318982,Tacos Chukis,47.6128935617665,-122.30294455071352,Taco Place,1622.3310892518357
Horiuchi Park,47.603132,-122.318982,Cafe Campagne,47.60965387058825,-122.34148136820501,French Restaurant,1840.6065658076166
Horiuchi Park,47.603132,-122.318982,Yalla,47.617961,-122.325942,Lebanese Restaurant,1729.7799891118414
Horiuchi Park,47.603132,-122.318982,Feed Co Burger,47.61284187776742,-122.30145471931594,Burger Joint,1703.5905914567174
Howell Park,47.617518,-122.280313,Vendemmia,47.61245956512908,-122.28927116103114,Italian Restaurant,877.4172240210063
Howell Park,47.617518,-122.280313,Cafe Flora,47.62402391742286,-122.29531001497213,Vegetarian / Vegan Restaurant,1339.4457074573847
Howell Park,47.617518,-122.280313,Simply Soulful Cafe & Espresso,47.624169611383294,-122.29486829978771,Southern / Soul Food Restaurant,1320.6236687454314
Howell Park,47.617518,-122.280313,Luc,47.623549818161145,-122.29624141078844,French Restaurant,1372.3730979475974
Howell Park,47.617518,-122.280313,Cafe Soleil,47.61297138770175,-122.28921446700869,Ethiopian Restaurant,838.6675205978959
Howell Park,47.617518,-122.280313,Two Doors Down,47.62005082513051,-122.30139839075535,American Restaurant,1609.8830698831516
Howell Park,47.617518,-122.280313,Bar Cantinetta,47.62384778382365,-122.29555937210958,Italian Restaurant,1344.9110131116372
Howell Park,47.617518,-122.280313,Cafe Selam,47.60786326046941,-122.29730498390884,Ethiopian Restaurant,1668.6125625759396
Howell Park,47.617518,-122.280313,Fat's Chicken & Waffles,47.60815345682127,-122.29644248006271,Fried Chicken Joint,1598.2987148340578
Howell Park,47.617518,-122.280313,Kin Dee,47.61917800000001,-122.302208,Thai Restaurant,1656.2521799270633
Howell Park,47.617518,-122.280313,Nishino,47.62681457343405,-122.29180317016012,Sushi Restaurant,1346.9779570181097
Howell Park,47.617518,-122.280313,Bistro Turkuaz,47.612049996314404,-122.28924766424407,Turkish Restaurant,905.9707342129656
Howell Park,47.617518,-122.280313,Voilà!,47.6235752587822,-122.29594094428423,French Restaurant,1354.1165192582087
Howell Park,47.617518,-122.280313,The Harvest Vine,47.62260678861378,-122.297299960312,Spanish Restaurant,1396.668789646879
Howell Park,47.617518,-122.280313,Golden Wheat Bakery,47.60806530527562,-122.29447645104842,Bakery,1496.1387126908037
Howell Park,47.617518,-122.280313,Arosa Cafe,47.6262604,-122.2914375,Café,1282.2072978166752
Howell Park,47.617518,-122.280313,Red Cow,47.613560442943786,-122.28938230779569,French Restaurant,811.4681403020692
Howell Park,47.617518,-122.280313,Belle Epicurean,47.62610109691619,-122.29214129823664,Bakery,1304.3069968489874
Howell Park,47.617518,-122.280313,Queen Bee Cafe,47.618578078237675,-122.30358843970993,Café,1753.6851523153528
Howell Park,47.617518,-122.280313,Raised Doughnuts,47.611689,-122.303061,Donut Shop,1828.8622487808743
Howell Park,47.617518,-122.280313,Pagliacci Pizza,47.625605648911744,-122.2927243136339,Pizza Place,1295.7529818033402
Howell Park,47.617518,-122.280313,Meet the Moon,47.60224872522029,-122.2849774633044,Café,1733.525027815974
Howell Park,47.617518,-122.280313,Cherry Street Thai,47.608061939493176,-122.29655615650931,Thai Restaurant,1611.4135913857704
Howell Park,47.617518,-122.280313,Feed Co Burger,47.61284187776742,-122.30145471931594,Burger Joint,1672.2770496736234
Howell Park,47.617518,-122.280313,Ezell's Famous Chicken,47.606404527721864,-122.3028900255417,Fried Chicken Joint,2099.5207624715813
Howell Park,47.617518,-122.280313,Jae's Asian Bistro and Sushi Bar,47.62341859862795,-122.29592983559871,Sushi Restaurant,1344.8111599848621
Howell Park,47.617518,-122.280313,adey abeba,47.612735,-122.303843,Ethiopian Restaurant,1847.1598730765033
Howell Park,47.617518,-122.280313,Tacos Chukis,47.6128935617665,-122.30294455071352,Taco Place,1777.3992946353824
Howell Park,47.617518,-122.280313,Aglio E Olio,47.6232414019355,-122.29602828097731,Italian Restaurant,1341.8232401890739
Howell Park,47.617518,-122.280313,Bakery Nouveau,47.619882883320095,-122.3130269425024,Bakery,2473.2405295630465
Howell Park,47.617518,-122.280313,Monsoon,47.624790698446255,-122.3073497336278,Vietnamese Restaurant,2187.302673945092
Howell Park,47.617518,-122.280313,Wood Shop BBQ,47.59914107447791,-122.29924860515177,BBQ Joint,2490.3177774910955
Howell Park,47.617518,-122.280313,Bar Cotto,47.61508819565661,-122.31280914887527,Italian Restaurant,2457.8555129180518
Howell Park,47.617518,-122.280313,Vios Cafe and Market Place,47.626951932892354,-122.30743594602171,Greek Restaurant,2292.781528625127
Howell Park,47.617518,-122.280313,Aviv Hummus Bar,47.6187671511809,-122.31286189148885,Mediterranean Restaurant,2450.7812502918373
Howell Park,47.617518,-122.280313,Macrina Bakery & Cafe,47.62660460089241,-122.30710549687096,Bakery,2253.150374860578
Howell Park,47.617518,-122.280313,Cactus Madison Park,47.63619635726067,-122.27768556843115,Mexican Restaurant,2086.085462679745
Howell Park,47.617518,-122.280313,Madison Kitchen,47.635346675066174,-122.27881934572059,Café,1985.4231314919505
Howell Park,47.617518,-122.280313,BluWater Bistro - Leschi,47.601827050705566,-122.28510086113005,American Restaurant,1781.3157544451194
Howell Park,47.617518,-122.280313,Spice Waala,47.62172,-122.31266000000001,Indian Restaurant,2476.072009156054
Howell Park,47.617518,-122.280313,Daniel's Broiler,47.60294366584356,-122.28405533698849,Steakhouse,1644.661638866588
Howell Park,47.617518,-122.280313,Reckless Noodle House,47.59912699567528,-122.29897351719816,Vietnamese Restaurant,2479.8415868812313
Howell Park,47.617518,-122.280313,Rocket Taco,47.6245685,-122.30700209999999,Taco Place,2153.934387969599
Howell Park,47.617518,-122.280313,June,47.613612656408996,-122.28937783385996,Asian Restaurant,808.0510468662882
Howell Park,47.617518,-122.280313,Madison Park Bakery,47.636006918668755,-122.27788614764431,Bakery,2063.731535679124
Howell Park,47.617518,-122.280313,Westman’s Bagel and Coffee,47.614769222025906,-122.31232232499454,Bagel Shop,2425.7025075547613
Howell Park,47.617518,-122.280313,Rione XIII,47.62206240881665,-122.31280586647922,Italian Restaurant,2494.265543303007
Howell Park,47.617518,-122.280313,Central Pizza,47.599191917678006,-122.29482716621868,Pizza Place,2311.387472591113
Howell Park,47.617518,-122.280313,Plenty Of Clouds,47.614938,-122.31246000000002,Chinese Restaurant,2433.6834712023515
Howell Park,47.617518,-122.280313,The Independent Pizzeria,47.6361250364706,-122.2773853406637,Pizza Place,2080.4571595900848
Howell Park,47.617518,-122.280313,Palermo Gourmet Pizza & Pasta,47.621984850992966,-122.31261624232503,Greek Restaurant,2478.5678498696316
Howell Park,47.617518,-122.280313,Naam Thai Cuisine,47.61308067600994,-122.28923452812792,Thai Restaurant,832.6139280497448
Howell Park,47.617518,-122.280313,Bamboo Vietnamese,47.62186948544504,-122.31276806821973,Vietnamese Restaurant,2487.226323445756
Howell Park,47.617518,-122.280313,Beach House Bar + Grill,47.63655742473773,-122.27727239772376,American Restaurant,2129.162247902758
Howell Park,47.617518,-122.280313,Subway,47.62177319441001,-122.31287744492373,Sandwich Place,2493.2404305111945
Howell Park,47.617518,-122.280313,Dulces Latin Bistro,47.61372,-122.28927900000001,Latin American Restaurant,795.3942144263613
Howell Park,47.617518,-122.280313,East Anchor Seafood,47.61253,-122.289309,Seafood Restaurant,874.6157694851346
Howell Park,47.617518,-122.280313,Seven Teriyaki,47.623256606029756,-122.29609223355246,Japanese Restaurant,1346.8574004587354
Howell Park,47.617518,-122.280313,Olive Tree Mediterranean Restaurant,47.621612,-122.312478,Mediterranean Restaurant,2460.390435662667
Howell Park,47.617518,-122.280313,The Famous Northwest Catering Company,47.626288,-122.291486,Café,1286.9112556791235
Howell Park,47.617518,-122.280313,Nick's On Madison,47.626606,-122.29137,Restaurant,1308.3446874477202
Howell Park,47.617518,-122.280313,Teriyaki Bowl,47.62632739005446,-122.29196967459684,Asian Restaurant,1314.188760315774
Howell Park,47.617518,-122.280313,Araya’s Place,47.623819,-122.296051,Vegetarian / Vegan Restaurant,1374.90623047175
Howell Park,47.617518,-122.280313,Celestial Bakery Café,47.623096811245134,-122.29668546335091,Café,1378.2059707472652
Howell Park,47.617518,-122.280313,Hanok,47.633878,-122.280336,Korean Restaurant,1818.9553101358704
Howell Park,47.617518,-122.280313,Bella Viet Cafe,47.633982,-122.28041999999999,Vietnamese Restaurant,1830.5352086653334
Howell Park,47.617518,-122.280313,Park Place Deli,47.63524364881538,-122.27887644123852,Deli / Bodega,1973.7473628284695
Howell Park,47.617518,-122.280313,Bistro and Bites,47.6353669166565,-122.27883517742157,Vegetarian / Vegan Restaurant,1987.6032036455567
Howell Park,47.617518,-122.280313,Thai Ginger Restaurant,47.63576190226957,-122.2787868976593,Thai Restaurant,2031.653457256086
Howell Park,47.617518,-122.280313,Park Place,47.63656169253034,-122.27731849267299,New American Restaurant,2129.2650071439607
Howell Park,47.617518,-122.280313,Taurus Ox,47.614765000000006,-122.31169299999999,Asian Restaurant,2378.8365069571814
Howell Park,47.617518,-122.280313,Harissa Lebanese Cuisine,47.621641,-122.312308,Middle Eastern Restaurant,2448.4338460175118
Howell Park,47.617518,-122.280313,Bites Of Bangkok,47.62147,-122.31248300000001,Thai Restaurant,2457.891597218425
I-5 Colonnade,47.634898,-122.323409,Cicchetti,47.63809505791794,-122.32639227606501,Italian Restaurant,420.251484946886
I-5 Colonnade,47.634898,-122.323409,Grand Central Bakery,47.63449138947322,-122.32513964833818,Bakery,137.69249550434577
I-5 Colonnade,47.634898,-122.323409,Mammoth,47.64220906730317,-122.32603027181642,Sandwich Place,836.3938411429036
I-5 Colonnade,47.634898,-122.323409,Le Messe,47.63591353244978,-122.32587570845034,Restaurant,217.05201014077898
I-5 Colonnade,47.634898,-122.323409,Top Pot Doughnuts,47.62462984576327,-122.32546961676249,Donut Shop,1152.1021221563872
I-5 Colonnade,47.634898,-122.323409,Barjot,47.625701,-122.326748,Café,1052.8943114308584
I-5 Colonnade,47.634898,-122.323409,Harry's Fine Foods,47.624402,-122.326771,Restaurant,1194.0205898296797
I-5 Colonnade,47.634898,-122.323409,Lionhead,47.6248805997334,-122.32082398938965,Szechuan Restaurant,1130.5839949856072
I-5 Colonnade,47.634898,-122.323409,White Swan,47.62910793116973,-122.33182702777823,Seafood Restaurant,902.5929888662422
I-5 Colonnade,47.634898,-122.323409,Single Shot,47.62468755431367,-122.32543068483751,American Restaurant,1145.3526145562666
I-5 Colonnade,47.634898,-122.323409,Pagliacci Pizza,47.641486007118175,-122.31994059302973,Pizza Place,777.4653663774766
I-5 Colonnade,47.634898,-122.323409,Altura,47.62476315768852,-122.32110285568831,Italian Restaurant,1140.0755337572016
I-5 Colonnade,47.634898,-122.323409,Daniel's Broiler,47.626852175693635,-122.33492164396715,Steakhouse,1244.5432249937808
I-5 Colonnade,47.634898,-122.323409,Terry's 14 Carrot Cafe,47.63992311069715,-122.32602577814957,Sandwich Place,592.3032201705691
I-5 Colonnade,47.634898,-122.323409,Little Lago,47.647499958918466,-122.31771788276757,Deli / Bodega,1464.934695850063
I-5 Colonnade,47.634898,-122.323409,Cook Weaver,47.62510170196057,-122.32178191972945,Restaurant,1096.0263320547142
I-5 Colonnade,47.634898,-122.323409,Tacos Chukis,47.62051963308049,-122.32151554380064,Taco Place,1604.9530843637688
I-5 Colonnade,47.634898,-122.323409,Sushi Kappo Tamura,47.648665888438295,-122.32339821378416,Sushi Restaurant,1530.7601794913041
I-5 Colonnade,47.634898,-122.323409,b~side,47.620753,-122.325622,Food Stand,1581.4558901727632
I-5 Colonnade,47.634898,-122.323409,Vios Cafe and Market Place,47.626951932892354,-122.30743594602171,Greek Restaurant,1490.5198559878877
I-5 Colonnade,47.634898,-122.323409,Abay Ethiopian Restaurant,47.6412303103596,-122.3200447153544,Ethiopian Restaurant,748.0615538439408
I-5 Colonnade,47.634898,-122.323409,Tacos Chukis,47.62700109179604,-122.34203773432257,Taco Place,1652.5924628362145
I-5 Colonnade,47.634898,-122.323409,Macrina Bakery & Cafe,47.62660460089241,-122.30710549687096,Bakery,1533.5025658606462
I-5 Colonnade,47.634898,-122.323409,Coastal Kitchen,47.62280358366865,-122.31287788001616,Seafood Restaurant,1560.34930679689
I-5 Colonnade,47.634898,-122.323409,Bakery Nouveau,47.619882883320095,-122.3130269425024,Bakery,1842.795750240488
I-5 Colonnade,47.634898,-122.323409,Nuflours,47.62391104219923,-122.31256778891444,Bakery,1468.376071652134
I-5 Colonnade,47.634898,-122.323409,Spice Waala,47.62172,-122.31266000000001,Indian Restaurant,1673.145553169325
I-5 Colonnade,47.634898,-122.323409,I Love Sushi,47.628938906034364,-122.3318444397653,Sushi Restaurant,916.9961842343554
I-5 Colonnade,47.634898,-122.323409,Dick's Drive-In,47.61932650656535,-122.32107584876735,Burger Joint,1740.1450293242635
I-5 Colonnade,47.634898,-122.323409,Kedai Makan,47.61786262553451,-122.3267291671212,Malay Restaurant,1910.4142048947533
I-5 Colonnade,47.634898,-122.323409,Monsoon,47.624790698446255,-122.3073497336278,Vietnamese Restaurant,1649.1302726356937
I-5 Colonnade,47.634898,-122.323409,Annapurna Cafe,47.6185916562865,-122.32094848642015,Indian Restaurant,1822.397171750406
I-5 Colonnade,47.634898,-122.323409,Crumble & Flake,47.617788472054656,-122.32604945446043,Bakery,1912.6142028414822
I-5 Colonnade,47.634898,-122.323409,Otter Bar & Burger,47.6419357970355,-122.32601760480871,Burger Joint,806.6653395998877
I-5 Colonnade,47.634898,-122.323409,Sebi's Bistro,47.651358993812906,-122.32141047503843,Eastern European Restaurant,1836.3390845281042
I-5 Colonnade,47.634898,-122.323409,Carmelo’s Tacos,47.61883828927761,-122.32512895096056,Taco Place,1790.2413964017044
I-5 Colonnade,47.634898,-122.323409,Canlis,47.64306413335886,-122.34675376094124,American Restaurant,1975.2659767140328
I-5 Colonnade,47.634898,-122.323409,Due' Cucina Italiana,47.62243120000001,-122.3205861,Italian Restaurant,1402.241398972252
I-5 Colonnade,47.634898,-122.323409,Glo's,47.619366322103545,-122.32460463015234,Breakfast Spot,1729.196259717405
I-5 Colonnade,47.634898,-122.323409,Community Banana Stand,47.622528495391826,-122.3361159370885,Food Truck,1674.3664069900194
I-5 Colonnade,47.634898,-122.323409,Wedgwood II Vegetarian Thai,47.62265786482233,-122.32084083972204,Thai Restaurant,1374.5163861994115
I-5 Colonnade,47.634898,-122.323409,Veggie Grill,47.6230785,-122.33691979999999,Vegetarian / Vegan Restaurant,1660.7483347919942
I-5 Colonnade,47.634898,-122.323409,Aviv Hummus Bar,47.6187671511809,-122.31286189148885,Mediterranean Restaurant,1960.8667604483533
I-5 Colonnade,47.634898,-122.323409,Juicy Cafe,47.62236076863408,-122.3343148976823,Café,1617.0687567268233
I-5 Colonnade,47.634898,-122.323409,Teinei,47.62319325008377,-122.33147177976194,Japanese Restaurant,1435.5441385623405
I-5 Colonnade,47.634898,-122.323409,Le Fournil,47.650952634042,-122.3218201739864,Café,1788.9960990386912
I-5 Colonnade,47.634898,-122.323409,Dino's Tomato Pie,47.618317,-122.32590800000001,Pizza Place,1853.0702239260675
I-5 Colonnade,47.634898,-122.323409,Westward,47.65167823490946,-122.32891236313513,Seafood Restaurant,1910.959798693173
I-5 Colonnade,47.634898,-122.323409,Lake Union Cafe,47.64937704175839,-122.32294783085041,Café,1610.2013829090458
I-5 Colonnade,47.634898,-122.323409,Serious Biscuit,47.622104416710776,-122.33858553625986,Breakfast Spot,1823.2980897413308
I-5 Colonnade,47.634898,-122.323409,Taneda Sushi In Kaiseki,47.620583,-122.3213,Sushi Restaurant,1599.4598466236491
I-5 Colonnade,47.634898,-122.323409,Boca Restobar & Grill,47.622616957782924,-122.32077822089194,Argentinian Restaurant,1379.6862625646497
I-5 Colonnade,47.634898,-122.323409,Tamari Bar,47.615309755928564,-122.32532402440685,Japanese Restaurant,2182.631795514836
I-5 Colonnade,47.634898,-122.323409,Kati Vegan Thai,47.62086423300065,-122.33334017463095,Vegetarian / Vegan Restaurant,1729.6676438869642
I-5 Colonnade,47.634898,-122.323409,Cure Seattle | Capitol Hill Bar & Charcuterie,47.615917585068466,-122.32019081711769,American Restaurant,2124.1181325862626
I-5 Colonnade,47.634898,-122.323409,Fogón Cocina Mexicana,47.61530885458197,-122.32439034594078,Mexican Restaurant,2179.2291630471923
I-5 Colonnade,47.634898,-122.323409,Market House Corned Beef,47.61673862907868,-122.3307787519078,Sandwich Place,2093.624189590152
I-5 Colonnade,47.634898,-122.323409,Feierabend,47.622536,-122.33025500000001,German Restaurant,1467.6006650081686
I-5 Colonnade,47.634898,-122.323409,Rocket Taco,47.6245685,-122.30700209999999,Taco Place,1685.0888688214457
I-5 Colonnade,47.634898,-122.323409,Sea Wolf Bakery,47.651034157597245,-122.34305327220815,Bakery,2323.2327480709505
I-5 Colonnade,47.634898,-122.323409,The Whale Wins,47.64968571247158,-122.3425076573946,New American Restaurant,2182.348033614123
I-5 Colonnade,47.634898,-122.323409,Rione XIII,47.62206240881665,-122.31280586647922,Italian Restaurant,1634.5362952531782
I-5 Colonnade,47.634898,-122.323409,Homegrown,47.61475082601138,-122.32811456169942,Sandwich Place,2267.7752167697968
I-5 Colonnade,47.634898,-122.323409,Momiji,47.614866128250334,-122.31669430946894,Sushi Restaurant,2283.6741817490833
I-5 Colonnade,47.634898,-122.323409,Joule,47.649646005848254,-122.34260460665192,Korean Restaurant,2183.8288349373743
I-5 Colonnade,47.634898,-122.323409,Cafe Hagen,47.620852,-122.33146699999999,Café,1675.0044404158102
I-5 Colonnade,47.634898,-122.323409,Serious Pie,47.62213113017553,-122.33857560313828,Pizza Place,1820.5142150726397
I-5 Colonnade,47.634898,-122.323409,Yalla,47.617961,-122.325942,Lebanese Restaurant,1892.707142781298
I-5 Colonnade,47.634898,-122.323409,Laredos Grill,47.627046,-122.345863,Mexican Restaurant,1899.9948418345834
I-5 Colonnade,47.634898,-122.323409,Manolin,47.651003772836646,-122.34319778589467,American Restaurant,2327.5469466010736
I-5 Colonnade,47.634898,-122.323409,Spinasse,47.6150499,-122.31442,Italian Restaurant,2307.888775650513
I-5 Colonnade,47.634898,-122.323409,Bar Cotto,47.61508819565661,-122.31280914887527,Italian Restaurant,2342.18944615818
I-5 Colonnade,47.634898,-122.323409,Honeyhole,47.61404473105211,-122.32319695290957,Sandwich Place,2318.5840627913494
I-5 Colonnade,47.634898,-122.323409,Mamnoon,47.614376,-122.32779,Middle Eastern Restaurant,2305.337815120243
I-5 Colonnade,47.634898,-122.323409,Two Doors Down,47.62005082513051,-122.30139839075535,American Restaurant,2337.055776314154
I-5 Colonnade,47.634898,-122.323409,Little Oddfellows,47.6147300769239,-122.32007833299481,Café,2256.2626414882934
I-5 Colonnade,47.634898,-122.323409,Ristorante Machiavelli,47.61509198679742,-122.32812479534523,Italian Restaurant,2230.4379502971847
I-5 Colonnade,47.634898,-122.323409,The Deluxe Bar and Grill,47.625113816722404,-122.32119603216644,American Restaurant,1100.4771079049121
I-5 Colonnade,47.634898,-122.323409,Chipotle Mexican Grill,47.620335847007134,-122.33808066410349,Mexican Restaurant,1958.9266522677176
I-5 Colonnade,47.634898,-122.323409,Razzi's Pizzeria,47.618007,-122.329418,Pizza Place,1931.539884745288
I-5 Colonnade,47.634898,-122.323409,Cantinetta,47.65189081492821,-122.33617923355142,Italian Restaurant,2119.0155111898775
I-5 Colonnade,47.634898,-122.323409,Pho Viet Anh,47.62547493233674,-122.34904813132201,Noodle House,2193.3612113699164
I-5 Colonnade,47.634898,-122.323409,Princi,47.61683821691327,-122.33835557769257,Bakery,2300.8550358859047
I-5 Colonnade,47.634898,-122.323409,Stateside,47.61407538832333,-122.3273537519678,Vietnamese Restaurant,2334.031100445998
I-5 Colonnade,47.634898,-122.323409,Portage Bay Cafe,47.62181094445847,-122.33734215082269,American Restaurant,1792.7215428013344
I-5 Colonnade,47.634898,-122.323409,Little Water Cantina,47.64727122783545,-122.32514877569582,Mexican Restaurant,1381.8942549224528
I-5 Colonnade,47.634898,-122.323409,G.H. Pasta Co.,47.616738511756324,-122.34227607219455,Restaurant,2467.288923944757
I-5 Colonnade,47.634898,-122.323409,Dingfelder’s Deli,47.61533290567046,-122.31436584505886,Deli / Bodega,2279.030826128335
I-5 Colonnade,47.634898,-122.323409,Voula's Offshore Cafe,47.654708860400845,-122.32163395119193,Diner,2206.6731099180406
I-5 Colonnade,47.634898,-122.323409,Manao,47.61535013202713,-122.31573768197502,Thai Restaurant,2248.579066148995
I-5 Colonnade,47.634898,-122.323409,Rancho Bravo Tacos,47.61507051397479,-122.31907836059746,Mexican Restaurant,2228.3824994631746
I-5 Colonnade,47.634898,-122.323409,Cafe Pettirosso,47.613990862043565,-122.3180926428644,Café,2358.6164344149324
I-5 Colonnade,47.634898,-122.323409,Marination Station,47.613887609852036,-122.32126031614756,Hawaiian Restaurant,2341.57494159791
I-5 Colonnade,47.634898,-122.323409,General Porpoise Coffee & Doughnuts,47.613048369367704,-122.31877882545172,Donut Shop,2454.111115889153
I-5 Colonnade,47.634898,-122.323409,FOB Poke Bar,47.615916885479145,-122.32081246184453,Poke Place,2119.383046963701
I-5 Colonnade,47.634898,-122.323409,Mbar,47.622809895835225,-122.3338989488895,American Restaurant,1558.176519690297
I-5 Colonnade,47.634898,-122.323409,Kin Dee,47.61917800000001,-122.302208,Thai Restaurant,2365.1733092362115
I-5 Colonnade,47.634898,-122.323409,Cafe Lago,47.6396977895486,-122.30225550533683,Italian Restaurant,1676.8067295774938
I-5 Colonnade,47.634898,-122.323409,Ivar's Salmon House,47.653525055509455,-122.32383150174479,Seafood Restaurant,2071.2626120191107
I-5 Colonnade,47.634898,-122.323409,Nue,47.61461527263371,-122.31415466717527,Gastropub,2359.939319207486
Interbay Golf,47.643753,-122.378455,Pagliacci Pizza,47.64872732108503,-122.37849224912426,Pizza Place,553.0691973070285
Interbay Golf,47.643753,-122.378455,The Cheese Wizards,47.648785,-122.37601000000001,Sandwich Place,588.8625055625754
Interbay Golf,47.643753,-122.378455,Time 4 Pho,47.64540100680548,-122.38246941849323,Vietnamese Restaurant,352.921851743843
Interbay Golf,47.643753,-122.378455,Red Mill Burgers,47.64829691751667,-122.37828447802616,Burger Joint,505.37077974844505
Interbay Golf,47.643753,-122.378455,Chinook's,47.65537829622633,-122.38115212299637,Seafood Restaurant,1308.3282331647058
Interbay Golf,47.643753,-122.378455,S & L,47.63956215037869,-122.36477743016034,Bakery,1128.4347876422457
Interbay Golf,47.643753,-122.378455,La Palma Family Mexican Restaurant,47.65211310084766,-122.37590839767681,Mexican Restaurant,948.9925950030973
Interbay Golf,47.643753,-122.378455,How To Cook A Wolf,47.63864924974856,-122.35693162837059,Italian Restaurant,1713.9556064601545
Interbay Golf,47.643753,-122.378455,Bite Box,47.639423,-122.361439,Bistro,1366.2265720130492
Interbay Golf,47.643753,-122.378455,Yasuko's Teriyaki,47.64867613029785,-122.3760327982008,Japanese Restaurant,576.8317688797326
Interbay Golf,47.643753,-122.378455,Fuji Bakery,47.62823076940516,-122.37045692765852,Bakery,1827.4797497114198
Interbay Golf,47.643753,-122.378455,Sunny Teriyaki,47.65623837239372,-122.3844184615109,Japanese Restaurant,1458.6766120253164
Interbay Golf,47.643753,-122.378455,Mura Asian Eatery,47.640248,-122.399127,Korean Restaurant,1601.4363159718475
